"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"23856",46,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,3,1,5,2,39,1
"23857",35,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23858",38,"Private",12,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",3,3,10,5,2,39,2
"23859",30,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23860",22,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,40,"United-States","<=50K",3,5,4,5,1,39,1
"23861",21,"Private",9,"Never-married","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,5,1,5,2,39,1
"23862",40,"Private",1,"Married-spouse-absent","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,4,1,5,2,39,1
"23863",56,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,55,"United-States","<=50K",5,3,3,5,2,39,1
"23864",48,"Private",5,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"Poland","<=50K",3,3,7,5,2,31,1
"23865",21,"Private",11,"Never-married","Other-service","White","Female",0,0,36,"United-States","<=50K",3,5,8,5,1,39,1
"23866",52,"Private",7,"Widowed","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,7,3,5,2,39,1
"23867",60,"Local-gov",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",2,3,4,5,2,39,2
"23868",45,"Private",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,50,"United-States",">50K",3,3,10,5,2,39,2
"23869",30,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,45,"United-States","<=50K",3,3,7,5,2,39,1
"23871",36,"Private",5,"Married-civ-spouse","Craft-repair","White","Male",0,0,35,"Guatemala","<=50K",3,3,3,5,2,13,1
"23872",42,"Private",15,"Married-civ-spouse","Prof-specialty","White","Male",0,0,60,"United-States","<=50K",3,3,10,5,2,39,1
"23873",62,"Private",15,"Married-civ-spouse","Craft-repair","White","Male",0,0,45,"United-States",">50K",3,3,3,5,2,39,2
"23875",45,"Private",11,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"Canada",">50K",3,3,3,5,2,2,2
"23876",47,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,38,"United-States",">50K",3,3,4,5,2,39,2
"23877",43,"Private",12,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States","<=50K",3,3,12,5,2,39,1
"23878",24,"Private",10,"Never-married","Other-service","White","Male",0,0,35,"United-States","<=50K",3,5,8,5,2,39,1
"23879",44,"Private",9,"Separated","Other-service","White","Female",0,0,39,"United-States","<=50K",3,6,8,5,1,39,1
"23880",25,"Private",9,"Never-married","Exec-managerial","White","Male",0,0,25,"United-States","<=50K",3,5,4,5,2,39,1
"23881",21,"Private",10,"Never-married","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,5,4,5,2,39,1
"23882",29,"Private",11,"Married-civ-spouse","Prof-specialty","White","Male",0,0,43,"United-States","<=50K",3,3,10,5,2,39,1
"23883",21,"Private",10,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",3,5,8,5,2,39,1
"23884",41,"Self-emp-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,0,45,"El-Salvador",">50K",4,3,10,5,2,8,2
"23886",55,"Self-emp-not-inc",10,"Married-civ-spouse","Transport-moving","White","Male",0,0,99,"United-States","<=50K",5,3,14,5,2,39,1
"23887",42,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23888",63,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,35,"United-States","<=50K",5,3,5,5,2,39,1
"23889",21,"Private",10,"Never-married","Sales","White","Male",0,0,24,"United-States","<=50K",3,5,12,5,2,39,1
"23891",45,"Private",9,"Married-civ-spouse","Sales","White","Female",0,0,35,"United-States","<=50K",3,3,12,5,1,39,1
"23892",21,"Private",9,"Never-married","Other-service","White","Female",0,0,40,"United-States","<=50K",3,5,8,5,1,39,1
"23893",34,"Private",14,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Female",0,0,40,"China",">50K",3,3,10,2,1,3,2
"23894",53,"Private",8,"Never-married","Other-service","Other","Female",0,0,35,"United-States","<=50K",3,5,8,4,1,39,1
"23895",45,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"23896",47,"Private",9,"Divorced","Priv-house-serv","White","Female",0,0,4,"United-States","<=50K",3,1,9,5,1,39,1
"23897",41,"Private",7,"Divorced","Exec-managerial","White","Female",0,0,36,"United-States","<=50K",3,1,4,5,1,39,1
"23898",43,"Self-emp-inc",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",4,3,4,5,2,39,2
"23899",53,"Local-gov",2,"Married-civ-spouse","Other-service","White","Male",0,0,32,"Mexico","<=50K",2,3,8,5,2,26,1
"23900",34,"Private",10,"Never-married","Exec-managerial","White","Male",0,0,45,"United-States","<=50K",3,5,4,5,2,39,1
"23901",59,"Private",12,"Widowed","Exec-managerial","White","Female",0,0,40,"United-States",">50K",3,7,4,5,1,39,2
"23902",53,"Private",13,"Divorced","Exec-managerial","Asian-Pac-Islander","Male",0,0,50,"United-States","<=50K",3,1,4,2,2,39,1
"23903",33,"Private",4,"Separated","Handlers-cleaners","Black","Male",0,0,35,"Haiti","<=50K",3,6,6,3,2,14,1
"23904",45,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States","<=50K",3,3,14,5,2,39,1
"23905",48,"Self-emp-inc",14,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States",">50K",4,3,12,5,2,39,2
"23906",42,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"23907",46,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States","<=50K",5,3,14,5,2,39,1
"23908",17,"Private",7,"Never-married","Sales","White","Female",0,0,16,"United-States","<=50K",3,5,12,5,1,39,1
"23909",23,"Private",10,"Never-married","Handlers-cleaners","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K",3,5,6,1,1,39,1
"23910",21,"Private",9,"Never-married","Transport-moving","White","Male",0,0,60,"United-States","<=50K",3,5,14,5,2,39,1
"23911",53,"Federal-gov",9,"Divorced","Craft-repair","Black","Male",0,0,40,"United-States","<=50K",1,1,3,3,2,39,1
"23912",61,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,0,20,"United-States",">50K",4,3,4,5,2,39,2
"23913",58,"State-gov",9,"Divorced","Other-service","Black","Male",0,0,40,"United-States","<=50K",6,1,8,3,2,39,1
"23914",36,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",3,3,3,5,2,39,1
"23915",45,"Local-gov",10,"Divorced","Adm-clerical","Black","Female",0,0,38,"United-States","<=50K",2,1,1,3,1,39,1
"23916",39,"Private",13,"Married-civ-spouse","Craft-repair","White","Female",0,0,30,"United-States",">50K",3,3,3,5,1,39,2
"23917",48,"Self-emp-inc",16,"Married-civ-spouse","Exec-managerial","White","Female",0,0,40,"United-States",">50K",4,3,4,5,1,39,2
"23918",41,"Private",13,"Married-civ-spouse","Tech-support","White","Male",0,0,38,"United-States","<=50K",3,3,13,5,2,39,1
"23919",50,"Private",12,"Divorced","Craft-repair","Black","Male",0,0,45,"United-States","<=50K",3,1,3,3,2,39,1
"23920",23,"Private",10,"Separated","Sales","White","Female",0,0,40,"United-States","<=50K",3,6,12,5,1,39,1
"23921",41,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,60,"United-States","<=50K",3,3,3,5,2,39,1
"23922",47,"Federal-gov",9,"Married-civ-spouse","Adm-clerical","White","Male",0,0,70,"United-States","<=50K",1,3,1,5,2,39,1
"23923",51,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,55,"United-States","<=50K",3,3,4,5,2,39,1
"23924",60,"Self-emp-inc",9,"Married-civ-spouse","Other-service","White","Male",0,0,40,"United-States","<=50K",4,3,8,5,2,39,1
"23925",51,"Private",13,"Divorced","Tech-support","White","Female",0,0,40,"United-States","<=50K",3,1,13,5,1,39,1
"23926",20,"Local-gov",10,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",2,5,8,5,2,39,1
"23927",29,"Local-gov",9,"Never-married","Transport-moving","White","Female",0,0,37,"United-States","<=50K",2,5,14,5,1,39,1
"23928",42,"State-gov",10,"Married-civ-spouse","Protective-serv","Black","Male",0,0,48,"United-States","<=50K",6,3,11,3,2,39,1
"23929",32,"Private",9,"Divorced","Other-service","Black","Female",0,0,16,"United-States","<=50K",3,1,8,3,1,39,1
"23930",34,"Private",11,"Married-civ-spouse","Adm-clerical","Black","Male",0,0,45,"United-States",">50K",3,3,1,3,2,39,2
"23931",48,"Private",9,"Widowed","Machine-op-inspct","White","Female",0,0,48,"United-States","<=50K",3,7,7,5,1,39,1
"23932",38,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"Italy","<=50K",3,3,3,5,2,22,1
"23933",38,"Private",15,"Never-married","Prof-specialty","White","Female",0,0,50,"United-States",">50K",3,5,10,5,1,39,2
"23934",40,"Self-emp-not-inc",13,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",5,3,3,5,2,39,1
"23935",39,"Private",14,"Never-married","Exec-managerial","White","Male",0,0,50,"United-States",">50K",3,5,4,5,2,39,2
"23937",26,"Private",13,"Never-married","Sales","White","Female",0,0,40,"United-States","<=50K",3,5,12,5,1,39,1
"23938",23,"State-gov",10,"Never-married","Prof-specialty","White","Male",0,0,10,"United-States","<=50K",6,5,10,5,2,39,1
"23939",20,"Private",3,"Never-married","Handlers-cleaners","White","Male",0,0,40,"Guatemala","<=50K",3,5,6,5,2,13,1
"23940",49,"Private",13,"Married-spouse-absent","Adm-clerical","Amer-Indian-Eskimo","Male",0,0,40,"Philippines","<=50K",3,4,1,1,2,30,1
"23941",23,"Private",9,"Never-married","Adm-clerical","Black","Female",0,0,40,"United-States","<=50K",3,5,1,3,1,39,1
"23942",47,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"Canada",">50K",3,3,4,5,2,2,2
"23943",43,"Private",10,"Married-civ-spouse","Protective-serv","White","Male",0,0,40,"United-States","<=50K",3,3,11,5,2,39,1
"23944",56,"Private",10,"Divorced","Other-service","White","Male",0,0,30,"United-States","<=50K",3,1,8,5,2,39,1
"23945",60,"Self-emp-not-inc",7,"Married-civ-spouse","Farming-fishing","White","Male",0,0,35,"United-States","<=50K",5,3,5,5,2,39,1
"23946",29,"Private",9,"Divorced","Sales","White","Male",0,0,40,"United-States","<=50K",3,1,12,5,2,39,1
"23947",25,"Private",13,"Never-married","Exec-managerial","Black","Female",0,0,38,"United-States","<=50K",3,5,4,3,1,39,1
"23948",39,"Private",11,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"23949",47,"Private",9,"Divorced","Tech-support","White","Female",0,0,36,"United-States","<=50K",3,1,13,5,1,39,1
"23950",50,"Self-emp-not-inc",15,"Divorced","Sales","White","Male",0,0,50,"United-States",">50K",5,1,12,5,2,39,2
"23951",64,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,40,"United-States",">50K",5,3,5,5,2,39,2
"23952",35,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23954",42,"Private",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,44,"United-States",">50K",3,3,10,5,2,39,2
"23955",51,"Private",13,"Separated","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",3,6,10,5,2,39,1
"23956",21,"Private",9,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",3,5,8,5,2,39,1
"23957",53,"Self-emp-not-inc",14,"Divorced","Exec-managerial","White","Male",0,0,50,"United-States",">50K",5,1,4,5,2,39,2
"23958",29,"Private",11,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"23959",37,"Private",14,"Married-civ-spouse","Prof-specialty","White","Male",0,0,50,"United-States",">50K",3,3,10,5,2,39,2
"23960",20,"Private",8,"Never-married","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,5,1,5,1,39,1
"23961",18,"Private",10,"Never-married","Exec-managerial","White","Male",0,0,50,"United-States","<=50K",3,5,4,5,2,39,1
"23963",23,"Self-emp-inc",11,"Never-married","Craft-repair","White","Male",0,0,50,"United-States","<=50K",4,5,3,5,2,39,1
"23964",36,"Self-emp-inc",13,"Divorced","Sales","White","Male",0,0,60,"United-States","<=50K",4,1,12,5,2,39,1
"23965",48,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"23966",40,"Private",10,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,43,"United-States","<=50K",3,3,7,5,2,39,1
"23967",51,"Private",13,"Divorced","Prof-specialty","White","Female",0,0,16,"United-States","<=50K",3,1,10,5,1,39,1
"23968",59,"Private",5,"Married-civ-spouse","Other-service","White","Male",0,0,40,"United-States","<=50K",3,3,8,5,2,39,1
"23969",32,"Private",10,"Married-civ-spouse","Sales","Asian-Pac-Islander","Female",0,0,40,"Greece","<=50K",3,3,12,2,1,12,1
"23970",39,"Private",10,"Divorced","Other-service","White","Male",0,0,40,"United-States","<=50K",3,1,8,5,2,39,1
"23971",32,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,3,6,5,2,39,1
"23972",38,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States",">50K",3,3,1,5,1,39,2
"23973",44,"State-gov",13,"Never-married","Adm-clerical","White","Female",0,0,38,"United-States","<=50K",6,5,1,5,1,39,1
"23974",51,"Private",9,"Married-civ-spouse","Tech-support","White","Male",0,0,40,"United-States","<=50K",3,3,13,5,2,39,1
"23975",54,"Private",9,"Never-married","Other-service","White","Female",0,0,20,"Hungary","<=50K",3,5,8,5,1,18,1
"23976",22,"Private",10,"Never-married","Sales","White","Female",0,0,30,"United-States","<=50K",3,5,12,5,1,39,1
"23977",19,"Private",9,"Never-married","Farming-fishing","White","Female",0,0,40,"United-States","<=50K",3,5,5,5,1,39,1
"23978",31,"Federal-gov",12,"Married-civ-spouse","Tech-support","White","Male",0,0,45,"United-States","<=50K",1,3,13,5,2,39,1
"23979",53,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23980",28,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States","<=50K",3,3,4,5,2,39,1
"23981",19,"Private",9,"Never-married","Protective-serv","White","Male",0,0,32,"United-States","<=50K",3,5,11,5,2,39,1
"23982",40,"Federal-gov",10,"Married-civ-spouse","Adm-clerical","Black","Male",0,0,40,"United-States",">50K",1,3,1,3,2,39,2
"23983",21,"Private",10,"Never-married","Adm-clerical","White","Male",0,0,10,"United-States","<=50K",3,5,1,5,2,39,1
"23984",39,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,60,"Italy",">50K",3,3,4,5,2,22,2
"23985",36,"Private",9,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Male",0,0,40,"Cambodia","<=50K",3,3,10,2,2,1,1
"23986",18,"Private",5,"Never-married","Sales","White","Female",0,0,42,"United-States","<=50K",3,5,12,5,1,39,1
"23987",50,"Private",9,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",3,3,10,5,2,39,1
"23988",18,"Private",7,"Never-married","Sales","White","Male",0,0,15,"United-States","<=50K",3,5,12,5,2,39,1
"23989",19,"Private",9,"Never-married","Machine-op-inspct","White","Male",0,0,43,"United-States","<=50K",3,5,7,5,2,39,1
"23990",53,"Private",10,"Divorced","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,1,3,5,2,39,2
"23991",49,"Private",9,"Divorced","Other-service","Black","Female",0,0,32,"United-States","<=50K",3,1,8,3,1,39,1
"23993",31,"Private",10,"Never-married","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,5,4,5,2,39,1
"23994",47,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,35,"United-States","<=50K",5,3,5,5,2,39,1
"23995",35,"Local-gov",10,"Married-civ-spouse","Other-service","White","Male",0,0,40,"United-States","<=50K",2,3,8,5,2,39,1
"23996",47,"Local-gov",10,"Never-married","Other-service","White","Female",0,0,20,"United-States","<=50K",2,5,8,5,1,39,1
"23997",43,"Self-emp-not-inc",14,"Divorced","Prof-specialty","White","Female",0,0,20,"United-States","<=50K",5,1,10,5,1,39,1
"23998",51,"Private",10,"Never-married","Machine-op-inspct","White","Male",0,0,21,"United-States","<=50K",3,5,7,5,2,39,1
"23999",54,"Private",14,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",3,3,10,5,2,39,2
"24000",76,"Local-gov",5,"Married-civ-spouse","Other-service","White","Male",0,0,30,"United-States","<=50K",2,3,8,5,2,39,1
"24001",33,"Private",4,"Never-married","Sales","White","Male",0,0,43,"Mexico","<=50K",3,5,12,5,2,26,1
"24002",19,"Private",8,"Never-married","Transport-moving","White","Male",0,0,15,"United-States","<=50K",3,5,14,5,2,39,1
"24003",26,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"24004",23,"Private",10,"Never-married","Other-service","White","Female",0,0,15,"United-States","<=50K",3,5,8,5,1,39,1
"24005",24,"Private",10,"Never-married","Sales","White","Male",0,0,65,"United-States","<=50K",3,5,12,5,2,39,1
"24006",48,"Private",9,"Never-married","Sales","White","Male",0,0,40,"United-States","<=50K",3,5,12,5,2,39,1
"24007",36,"State-gov",10,"Married-civ-spouse","Protective-serv","White","Male",0,0,40,"United-States","<=50K",6,3,11,5,2,39,1
"24008",53,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,44,"United-States",">50K",3,3,4,5,2,39,2
"24009",22,"Private",13,"Never-married","Adm-clerical","White","Female",0,0,10,"United-States","<=50K",3,5,1,5,1,39,1
"24010",43,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"24011",31,"Private",12,"Married-civ-spouse","Adm-clerical","White","Male",0,0,40,"Italy","<=50K",3,3,1,5,2,22,1
"24012",53,"State-gov",14,"Divorced","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",6,1,10,5,1,39,1
"24013",36,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States","<=50K",1,3,4,5,2,39,1
"24014",47,"Local-gov",9,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States",">50K",2,3,4,5,2,39,2
"24015",52,"Private",10,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"Germany",">50K",3,3,10,5,2,11,2
"24016",39,"Private",9,"Divorced","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,1,7,5,1,39,1
"24017",24,"Private",13,"Never-married","Sales","White","Male",0,0,40,"United-States","<=50K",3,5,12,5,2,39,1
"24018",21,"Private",10,"Never-married","Sales","White","Male",0,0,40,"United-States","<=50K",3,5,12,5,2,39,1
"24019",29,"Private",13,"Never-married","Prof-specialty","Asian-Pac-Islander","Male",0,0,64,"Philippines",">50K",3,5,10,2,2,30,2
"24020",34,"State-gov",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",6,3,10,5,2,39,1
